15, 19.537379, 2022-12-17 17:31:36
21, 19.537379, 2022-12-17 17:31:36
15, 19.825306, 2022-12-17 17:31:36
15, 19.646665, 2022-12-17 17:31:37
15, 19.680591, 2022-12-17 17:31:38
21, 19.825306, 2022-12-17 17:31:39
15, 19.705132, 2022-12-17 17:31:39
15, 19.664104, 2022-12-17 17:31:40
15, 19.870503, 2022-12-17 17:31:41
21, 19.646665, 2022-12-17 17:31:42
15, 19.673356, 2022-12-17 17:31:42
15, 19.828450, 2022-12-17 17:31:43
15, 20.126462, 2022-12-17 17:31:44
21, 19.680591, 2022-12-17 17:31:45
15, 20.452375, 2022-12-17 17:31:45
15, 20.485279, 2022-12-17 17:31:46
15, 20.685886, 2022-12-17 17:31:47
21, 19.705132, 2022-12-17 17:31:48
15, 20.450010, 2022-12-17 17:31:48
15, 20.815880, 2022-12-17 17:31:49
15, 20.497508, 2022-12-17 17:31:50
21, 19.664104, 2022-12-17 17:31:51
15, 20.034553, 2022-12-17 17:31:51
15, 19.920128, 2022-12-17 17:31:52
15, 19.490903, 2022-12-17 17:31:53
21, 19.870503, 2022-12-17 17:31:54
15, 19.638709, 2022-12-17 17:31:54
15, 19.685835, 2022-12-17 17:31:55
15, 19.448192, 2022-12-17 17:31:56
21, 19.673356, 2022-12-17 17:31:57
15, 19.718149, 2022-12-17 17:31:57
15, 19.366267, 2022-12-17 17:31:58
15, 19.793773, 2022-12-17 17:31:59
21, 19.828450, 2022-12-17 17:32:00
15, 19.426883, 2022-12-17 17:32:00
15, 19.607400, 2022-12-17 17:32:01
15, 19.408184, 2022-12-17 17:32:02
21, 20.126462, 2022-12-17 17:32:03
15, 18.944441, 2022-12-17 17:32:03
15, 19.303045, 2022-12-17 17:32:05
21, 20.452375, 2022-12-17 17:32:06
15, 18.832597, 2022-12-17 17:32:07
15, 18.881420, 2022-12-17 17:32:08
15, 19.355828, 2022-12-17 17:32:09
21, 20.485279, 2022-12-17 17:32:09
15, 19.067870, 2022-12-17 17:32:10
15, 18.846121, 2022-12-17 17:32:11
15, 18.802490, 2022-12-17 17:32:12
21, 20.685886, 2022-12-17 17:32:12
15, 18.546935, 2022-12-17 17:32:13
15, 18.684792, 2022-12-17 17:32:14
15, 19.053842, 2022-12-17 17:32:15
21, 20.450010, 2022-12-17 17:32:15
15, 19.444916, 2022-12-17 17:32:16
15, 18.991278, 2022-12-17 17:32:17
15, 19.032032, 2022-12-17 17:32:18
21, 20.815880, 2022-12-17 17:32:18
15, 19.015830, 2022-12-17 17:32:19
15, 19.044172, 2022-12-17 17:32:20
15, 18.640453, 2022-12-17 17:32:21
21, 20.497508, 2022-12-17 17:32:21
15, 18.629137, 2022-12-17 17:32:22
15, 18.514419, 2022-12-17 17:32:23
15, 18.368483, 2022-12-17 17:32:24
21, 20.034553, 2022-12-17 17:32:24
15, 18.765885, 2022-12-17 17:32:25
15, 18.472644, 2022-12-17 17:32:26
15, 18.081023, 2022-12-17 17:32:27
21, 19.920128, 2022-12-17 17:32:27
15, 18.513134, 2022-12-17 17:32:28
15, 18.325670, 2022-12-17 17:32:29
15, 18.748303, 2022-12-17 17:32:30
21, 19.490903, 2022-12-17 17:32:30
15, 18.407405, 2022-12-17 17:32:31
15, 18.734893, 2022-12-17 17:32:32
15, 18.254040, 2022-12-17 17:32:33
21, 19.638709, 2022-12-17 17:32:33
15, 18.254538, 2022-12-17 17:32:34
15, 17.916680, 2022-12-17 17:32:35
15, 17.892996, 2022-12-17 17:32:36
21, 19.685835, 2022-12-17 17:32:36
15, 17.919463, 2022-12-17 17:32:37
15, 18.270004, 2022-12-17 17:32:38
15, 17.810060, 2022-12-17 17:32:39
21, 19.448192, 2022-12-17 17:32:39
15, 17.625694, 2022-12-17 17:32:40
15, 17.528894, 2022-12-17 17:32:41
15, 17.749503, 2022-12-17 17:32:42
21, 19.718149, 2022-12-17 17:32:42
15, 17.273685, 2022-12-17 17:32:43
15, 17.016172, 2022-12-17 17:32:44
15, 16.898356, 2022-12-17 17:32:45
21, 19.366267, 2022-12-17 17:32:45
15, 16.917876, 2022-12-17 17:32:46
15, 17.221714, 2022-12-17 17:32:47
15, 17.361434, 2022-12-17 17:32:48
21, 19.793773, 2022-12-17 17:32:48
15, 17.703062, 2022-12-17 17:32:49
15, 17.549420, 2022-12-17 17:32:50
15, 17.959077, 2022-12-17 17:32:51
21, 19.426883, 2022-12-17 17:32:51
15, 17.499171, 2022-12-17 17:32:52
15, 17.592842, 2022-12-17 17:32:53
15, 17.762726, 2022-12-17 17:32:54
21, 19.607400, 2022-12-17 17:32:54
15, 17.395459, 2022-12-17 17:32:55
15, 17.479453, 2022-12-17 17:32:57
21, 19.408184, 2022-12-17 17:32:57
15, 17.966966, 2022-12-17 17:32:58
15, 18.299757, 2022-12-17 17:32:59
15, 18.727888, 2022-12-17 17:33:00
21, 18.944441, 2022-12-17 17:33:00
15, 18.647830, 2022-12-17 17:33:01
15, 18.767926, 2022-12-17 17:33:02
15, 18.933757, 2022-12-17 17:33:03
21, 19.303045, 2022-12-17 17:33:03
15, 18.437821, 2022-12-17 17:33:04
15, 18.028798, 2022-12-17 17:33:05
15, 18.299864, 2022-12-17 17:33:06
21, 18.915802, 2022-12-17 17:33:06
15, 18.158698, 2022-12-17 17:33:07
15, 18.371371, 2022-12-17 17:33:08
15, 18.182123, 2022-12-17 17:33:09
21, 18.832597, 2022-12-17 17:33:09
15, 18.067540, 2022-12-17 17:33:10
15, 17.992269, 2022-12-17 17:33:11
15, 17.623009, 2022-12-17 17:33:12
